,id,created_at,screen_name,retweet_count,favorite_count,text
2978,1263552488717922305,2020-05-21 19:29:23,JohnAgboola_,3,0,To avert food crisis brought tri-factor floods amp locusts research station
2979,1263552408531107841,2020-05-21 19:29:04,JohnAgboola_,3,0,recently established food committee monitor food security andafter Watc
2980,1263552369968676864,2020-05-21 19:28:55,JohnAgboola_,3,0,How food distribution changed amidst An Increase carboot sales onthe rise among ur
2987,1263506771425009670,2020-05-21 16:27:43,JohnAgboola_,5,0,Covid-19 exposed connection people food struggle food insecurity.Read latest
3003,1263429380862365699,2020-05-21 11:20:12,JohnAgboola_,6,0,The impacts Food Nutrition security Africa organized first meeting
3005,1263406713035784197,2020-05-21 09:50:08,JohnAgboola_,8,0,double threat Food systems threatened climate change threatened
3015,1263132065769365505,2020-05-20 15:38:46,JohnAgboola_,4,0,Demand particularly low non-staple foods people rely narrower amp cheaper diet per
3017,1263124297599549446,2020-05-20 15:07:54,JohnAgboola_,3,0,`` In extraordinary times finding food feed family presents choice infection starvation '' writes
3024,1263071485247307776,2020-05-20 11:38:03,JohnAgboola_,2,0,providing everything food assistance logistical telecommunications support How
3025,1263069590957035523,2020-05-20 11:30:31,JohnAgboola_,3,0,Read 's thoughts lessons draw food loss due mangoes wastage Nigeria
3028,1263046425933484032,2020-05-20 09:58:28,JohnAgboola_,10,0,Before COVID-19 million people living hunger could turn food crisis unless take
3031,1263008710244401154,2020-05-20 07:28:36,JohnAgboola_,5,0,Restricted movement food farms urban markets harming business Fish mainly imported China
3038,1262867263213965312,2020-05-19 22:06:33,JohnAgboola_,10,0,Increased production increased post harvest losses.Need food processing clusters value addition strong poli
3040,1262844464118280193,2020-05-19 20:35:57,JohnAgboola_,7,0,Aware devastating effects pandemic food systems amp agricultural value chains hostin
3043,1262834065549463554,2020-05-19 19:54:38,JohnAgboola_,8,0,"BUA Group alongside partners like Noella Foundation Food Clique providing emergency food boxes 10,000 boxes"
3054,1262766802318352387,2020-05-19 15:27:21,JohnAgboola_,4,0,How best food security needs protected Africa amidst What has/should done build resilien
3056,1262766708969869312,2020-05-19 15:26:59,JohnAgboola_,10,0,Follow 's first article series explore recent increase online food deliveries Kenya
3057,1262766689768411136,2020-05-19 15:26:54,JohnAgboola_,2,0,A recent survey report Afrobarometer indicates Malawians Food insecure.Read mor
3065,1262752839891169280,2020-05-19 14:31:52,JohnAgboola_,29,0,Despite high demand food producers faced challenges getting produce right market.Join
3070,1262661017802346496,2020-05-19 08:27:00,JohnAgboola_,2,0,Farm Table How absorb climatic shocks food systems set present experts field p
3074,1262638978538274817,2020-05-19 06:59:25,JohnAgboola_,18,0,Covid-19 leads increase online food deliveries Kenya
3082,1262427752130654212,2020-05-18 17:00:05,JohnAgboola_,7,0,Food supply lines disrupted Staff writer delves digital solutions
3083,1262427682878500864,2020-05-18 16:59:49,JohnAgboola_,9,0,-Several physical food supply hubs like markets shut limit spread Despite th
3085,1262427560786395139,2020-05-18 16:59:19,JohnAgboola_,10,0,AFRICA The Covid-19 pandemic exposed weaknesses vulnerability existing fragile food systems
3092,1262378798458327043,2020-05-18 13:45:34,JohnAgboola_,9,0,We tweetchat tomorrow Tuesday th May pm discuss foodtech agrictech modern technology th
3095,1262378450842681344,2020-05-18 13:44:11,JohnAgboola_,3,0,Three major food markets Alego Usonga constituency Siaya County installed disinfection boo
3097,1262349159392333824,2020-05-18 11:47:47,JohnAgboola_,16,0,Looking stories Ag.Updates Here recommended articles Impacts pandemic food systems
3099,1262348685163315204,2020-05-18 11:45:54,JohnAgboola_,3,0,For countries strongly rely food imports food security vulnerable due export restrictions caused COV
3107,1262315099605348352,2020-05-18 09:32:27,JohnAgboola_,5,0,Approaches address COVID-19 carefully consider gender dimensions food security labor healt
3117,1262301732228550656,2020-05-18 08:39:20,JohnAgboola_,3,0,Digital Conference.This June immerse sustainable food systems inclusive landscapes online
3119,1262288900959145985,2020-05-18 07:48:20,JohnAgboola_,14,26,Looking stories Ag.Updates Here recommended articles Impacts pandemic food syste
3126,1262114670154067969,2020-05-17 20:16:00,JohnAgboola_,4,0,Association Agricultural Economist believes food essential service
3129,1262059721944637446,2020-05-17 16:37:40,JohnAgboola_,250,0,devastating ... food perishes food inflation hunger land ... keeping food supply chains w
3131,1262057746133852170,2020-05-17 16:29:49,JohnAgboola_,28,0,From market vendors Lima market infected w/ Covid-19 Shut amp food leave
3132,1262056617576730624,2020-05-17 16:25:20,JohnAgboola_,64,0,Technology evolvesFarming becomes efficientDo allow space go wasteGrow food diversify
3138,1261751030909472768,2020-05-16 20:11:02,JohnAgboola_,32,0,loss incomereduced food availabilityreduced access vital basic servicesThe combined domestic amp international impact
3161,1261341066743013376,2020-05-15 17:01:59,JohnAgboola_,2,0,AGCO always proud help farmers feed world maintaining access food critical people 's well-being
3163,1261337700961071110,2020-05-15 16:48:37,JohnAgboola_,35,0,`` The Food Systems Dashboard brings together extant data public private sources help decision-makers understand
3166,1261332959816228868,2020-05-15 16:29:46,JohnAgboola_,15,30,Food SystemsHow mitigate supply amp demand issues improve accessibility amp availability Dr
3173,1261321128481521665,2020-05-15 15:42:45,JohnAgboola_,3,0,World Food security overview
3183,1261288420791537665,2020-05-15 13:32:47,JohnAgboola_,22,0,Today International Behind plate food million family farmers working hard grow
3186,1261288007417634817,2020-05-15 13:31:09,JohnAgboola_,5,0,Supermarket chain Carrefour Kenya Red Cross launched joint food drive obtain food stuff whic
3187,1261287923909042176,2020-05-15 13:30:49,JohnAgboola_,5,0,-Among poor people urban areas disruption incomes severely limited access food
3188,1261287766203289600,2020-05-15 13:30:11,JohnAgboola_,8,0,-Poor people urban areas among vulnerable food shocks due This report analyses
3191,1261287219974864896,2020-05-15 13:28:01,JohnAgboola_,5,0,-It exactly months since first reported country The situation compounded food
3193,1261256133412556800,2020-05-15 11:24:29,JohnAgboola_,4,0,critical ensuring birth worse crisis food insecurity amp hunger They need
3194,1261234798586220546,2020-05-15 09:59:43,JohnAgboola_,3,0,There anticipated food insecurity following supply chains disruptions nutrition extension services
3197,1261218470416564224,2020-05-15 08:54:50,JohnAgboola_,6,0,Local food systems Nigeria affected lockdown caused pandemic From farmers retaile
3199,1261218347158589440,2020-05-15 08:54:20,JohnAgboola_,5,0,Local transport issues solved start immediate programme increasestaple foods producti
1175,1273581958988288001,2020-06-18 11:42:55,Laah117,6,0,Lack access adequate food Kenyan slums major challenge especially prevalence In
1191,1272802275266830336,2020-06-16 08:04:44,Laah117,1,0,The world stands brink food crisis worse seen least years UN warned urging gove
1220,1271411220776718336,2020-06-12 11:57:11,Laah117,3,0,The world stands brink food crisis worse seen least years UN warned urging gove
1322,1263852477868388356,2020-05-22 15:21:26,Laah117,5,0,Why eating seasonally key food sustainability //
1342,1262994940361138176,2020-05-20 06:33:53,Laah117,2,0,COVID-19 amplifying risk worldwide food-price spike How prevent food crisis
1511,1247796095310127104,2020-04-08 07:59:06,Laah117,4,0,Food For Thought Instagram cooking show targets food waste Italy lockdown
237,1273122723103989760,2020-06-17 05:18:05,njoki_thuo,4,0,issue food safety better addressed awareness guidance th
242,1272449716391944195,2020-06-15 08:43:48,njoki_thuo,6,0,Safe food world
264,1269304980642697217,2020-06-06 16:27:44,njoki_thuo,3,0,This Sunday mark shall discussing safety concerns around growing food ha
266,1269304741152129026,2020-06-06 16:26:47,njoki_thuo,14,0,World Food Safety Day WFSD This Sunday th June Join us KTN FARMERS TV Follow Our Social
269,1268480871469809664,2020-06-04 09:53:01,njoki_thuo,5,0,How domestic food chain supply affected Join live discussion June
270,1268476729355636736,2020-06-04 09:36:34,njoki_thuo,7,0,Tune KTN Farmers TV today PM catch important conversation food security.On
275,1268440826822172672,2020-06-04 07:13:54,njoki_thuo,9,0,Food security remains key concern nations especially amid current global pandemic Join us tomorrow
281,1268082074440863744,2020-06-03 07:28:21,njoki_thuo,2,0,TRACEABILITY AS A FOOD SAFETYSYSTEM
284,1267812932190003201,2020-06-02 13:38:52,njoki_thuo,1,2,Food Safety Everyone 's business
290,1263533313265975296,2020-05-21 18:13:11,njoki_thuo,6,0,Sustained food security post COVID-19 needs robust investment agricultural extension Rikki Aggudah CEO
291,1263533263005548545,2020-05-21 18:12:59,njoki_thuo,2,0,We need maintain quality soils Kenya Food Secure William Ngeno MD
295,1263526083267375104,2020-05-21 17:44:28,njoki_thuo,4,0,Digitization Agriculture enables traceability Kenyan food chain
296,1263526058277711873,2020-05-21 17:44:22,njoki_thuo,5,0,Dr. Jane Ambuko Kenyans need diverse food choices country achieve food nutrition sufficiency amid COV
298,1263526016145817601,2020-05-21 17:44:12,njoki_thuo,1,0,On Traceability food The end user demand trigger implementation food traceability process food indu
300,1263512888871878656,2020-05-21 16:52:02,njoki_thuo,1,1,Are measures currently put place sufficient ensure Kenyans receive safe food
303,1263511200211570694,2020-05-21 16:45:19,njoki_thuo,1,0,Happening Tune KTN Farmers TV catch live conversation Food Safety https
305,1263484589525413888,2020-05-21 14:59:35,njoki_thuo,0,0,As food scientist working towards zero hunger wh
311,1263405243754217472,2020-05-21 09:44:17,njoki_thuo,2,3,Are food conscious time jus
313,1263396879951450112,2020-05-21 09:11:03,njoki_thuo,4,0,Tune KTN Farmers TV today catch conversation Food Security Safety amid COVID-19
319,1262624841959714816,2020-05-19 06:03:15,njoki_thuo,21,0,Humbled part panelist tomorrow discuss effects covid19 food systems.Join discussion
397,1248572482124210177,2020-04-10 11:24:11,njoki_thuo,1,3,They said longer post pictures food coz hotels closed Here go
128,1275085772543098882,2020-06-22 15:18:32,meryam_wm,8,0,right food With amp ensure Kalobeyei amp Kakuma
139,1273613098394451968,2020-06-18 13:46:39,meryam_wm,17,0,amp economic disruption exposed fragilities food amp ecosystems threatening
194,1263829719843328000,2020-05-22 13:51:00,meryam_wm,16,0,From air breathe food eat water drink biodiversity amp healthy ecosystems lifeline It
227,1257287595979165700,2020-05-04 12:34:56,meryam_wm,24,0,Groundnut production trials underway Turkana This part creating resilient food systems action e
247,1249256501354663936,2020-04-12 08:42:14,meryam_wm,230,0,exercise moving body give energy improve way digest food anything
1800,1278031879443283969,2020-06-30 18:25:19,diangaronald,18,0,Did know important staple food nd Join Live Facebook event
1855,1277701271244492801,2020-06-29 20:31:36,diangaronald,8,0,Rural Youth Employment Agri-Food Sector
1872,1277515942856179713,2020-06-29 08:15:10,diangaronald,64,0,When women empowered communities empowered.Gender equality key element reduce rural poverty improve food
1873,1277515911176560641,2020-06-29 08:15:02,diangaronald,37,0,To permanently end poverty hunger world needs food system feed every person every day everywhere.W
1877,1277350775665176577,2020-06-28 21:18:51,diangaronald,42,0,No matter size shape potatoes potatoes delicious Love food matter
1878,1277349928097001478,2020-06-28 21:15:29,diangaronald,0,1,Very noble gesture left household vulnerable food insecurity Such initiat
1942,1276049275059933185,2020-06-25 07:07:09,diangaronald,12,0,STARTING SOON Join partners :30 CEST -hour virtual relay A new era food climate Drivi
1950,1275777332863815681,2020-06-24 13:06:33,diangaronald,4,0,Live Join amp discussion reimagining food systems post-COVID world IFAD
2042,1273715251096272901,2020-06-18 20:32:35,diangaronald,6,0,Yara committed providing crop nutrition solutions create food secure environmentally sustainable world The
2044,1273642689192435714,2020-06-18 15:44:14,diangaronald,17,0,amp economic disruption exposed fragilities food amp ecosystems threatening
2048,1273546159689216000,2020-06-18 09:20:40,diangaronald,6,14,Yara committed providing crop nutrition solutions create food secure environmentally sustainable worl
2051,1273535900836904962,2020-06-18 08:39:54,diangaronald,4,15,Potato fast-growing crop Kenya use going beyond consumption food crop major raw
2127,1270774386732216324,2020-06-10 17:46:38,diangaronald,36,0,Our May edition Security Monitor outThe Food Security Monitor focuses developments changes
2166,1269889613931446279,2020-06-08 07:10:52,diangaronald,14,0,The theme year Food safety everyones business The world food safety day celebrated promote
2171,1269886206248173568,2020-06-08 06:57:19,diangaronald,19,0,We without As celebrate let us reflect food farm
2199,1268306253350080512,2020-06-03 22:19:09,diangaronald,0,0,Definitely The role data analysing improving food livelihood system post key This
2207,1268103778907103233,2020-06-03 08:54:35,diangaronald,1,3,This timely intervention hugely impact local food system build household food supply
2238,1265200682887532544,2020-05-26 08:38:43,diangaronald,5,10,What future Food supply Considering situation characterized
2240,1265198836584189953,2020-05-26 08:31:23,diangaronald,0,2,Very great move must proactively work around easing pressure food supply building household resi
2289,1263386218064216065,2020-05-21 08:28:41,diangaronald,16,0,Tune KTN News evening listen tackle improve food security COVID Pandemic
2425,1253659336804634626,2020-04-24 12:17:32,diangaronald,14,0,Our lifestyle changed consumption n't The amount food farmers growing n't changed
2435,1249051931227705344,2020-04-11 19:09:21,diangaronald,10,0,Africa net importer food annual food import bill 35 billionBe informed
2438,1249051585537290240,2020-04-11 19:07:58,diangaronald,7,0,As spreads cases mount countless ways food systems levels tested
2441,1248614748855226369,2020-04-10 14:12:08,diangaronald,1,8,Very well said The role youth key transforming Food systems
187,1268247143426535425,2020-06-03 18:24:16,DandoraHHC,3,0,There joy giving ... Mathare informal settlement .. Door door food distribution.We appreciate volunteers bo
190,1264447349088227329,2020-05-24 06:45:14,DandoraHHC,4,0,No Vibandas street food vendors loss jobs poverty hunger ... feed less fortunate
108,1278271876318576640,2020-07-01 10:18:59,MamlakaFoods,18,0,Did know important staple food nd Join Live Facebook event
112,1276725469681979394,2020-06-27 03:54:07,MamlakaFoods,9,0,Supporting rural areas vital help countries ensure food nutrition security
120,1274647682104033280,2020-06-21 10:17:43,MamlakaFoods,0,5,A happy Father 's Day farmers fathers always strive put food table
125,1271709823198015493,2020-06-13 07:43:43,MamlakaFoods,771,0,This plot barley yielded t/ha Just let sink in.The food crisis Kenya expo
130,1269560477736226817,2020-06-07 09:22:59,MamlakaFoods,0,1,How food safety affect agriculture
132,1269171726019112960,2020-06-06 07:38:14,MamlakaFoods,18,0,IfAfrica build food secure future face climate change investing climate-resilient infrastructures
134,1268492361191034887,2020-06-04 10:38:41,MamlakaFoods,13,0,Africa staggering 40B annual food import bill projected rise 110B .If 40B invested produ
156,1251090973498761216,2020-04-17 10:11:46,MamlakaFoods,19,0,With agricultural workers laid result pandemic time build robust food systems enc
157,1251090864870428673,2020-04-17 10:11:20,MamlakaFoods,1,5,Strengthening local capacity produce food prioritized stabilize prices post- Inc
160,1250503816748961798,2020-04-15 19:18:37,MamlakaFoods,3,0,Resilience food sector African continent priority COVID-19 disrupted supply chains
169,1248194334131961857,2020-04-09 10:21:34,MamlakaFoods,2,2,As always good hygiene important handling food prevent food-borne illnesses importantly
64,1278306065973723136,2020-07-01 12:34:50,DhikrAlZikir,8,0,This digitalisation agri-food system sustainable development
21,1268469277562146816,2020-06-04 09:06:57,kayijamahe,13,0,PRESS RELEASE Nearly million people already food insecure COVID-19 IGAD region Read
22,1268441107123310594,2020-06-04 07:15:01,kayijamahe,14,0,Interested Our Regional Report Food Crises Follow launch
56,1252600739760922625,2020-04-21 14:11:03,kayijamahe,4,0,The Global report Food Crisis Even pandemic million people facing acute fo
638,1269135536008110080,2020-06-06 05:14:25,KingAyuak,8,0,President Magufuli urged Tanzanians hike prices foodstuffs countries imposed lockdown
658,1264748859374424066,2020-05-25 02:43:20,KingAyuak,248,0,Distributed food families affected floods West Ugenya East Ugenya Sigomre West Yimbo Usonga wards Uge
675,1263166412333473793,2020-05-20 17:55:15,KingAyuak,7,0,Mombasa Governor Joho receives foodstuff donations worth Sh10m Diamond Trust Bank relief support vulnerab
815,1273985250046205952,2020-06-19 14:25:27,doraakolo,28,0,It essential ensure agriculture food chains trade continue functioning Increased hunger poverty lead
907,1272025735033749504,2020-06-14 04:39:02,doraakolo,11,0,Join us th June Nairobi City Park Desertification amp Drought Day whose theme Food Feed Fibre
921,1271412792499884032,2020-06-12 12:03:26,doraakolo,26,0,exposed dangerous deficiencies food systems actively threatens lives amp livelihoods peopl
951,1269604889619030017,2020-06-07 12:19:28,doraakolo,0,1,Only hawkers stop selling food next toilet others tarmac Marikiti
952,1269600051254493185,2020-06-07 12:00:14,doraakolo,1,0,Happy World Food Safety Day https
960,1269154305090686979,2020-06-06 06:29:00,doraakolo,4,0,AUDA-NEPAD Nutrition amp Food Systems Implementation Plan relevant pandemic amp instrumental working
977,1268821169660190720,2020-06-05 08:25:15,doraakolo,3,0,The foods eat air breathe water drink climate makes planet habitable come nature
978,1268820206425645056,2020-06-05 08:21:25,doraakolo,7,0,Loss biological diversity one greatest challenges Biodiversity main provider food water amp ecosys
1004,1268500929030107137,2020-06-04 11:12:43,doraakolo,0,1,Food systems amid COVID-19
1102,1266587258456547335,2020-05-30 04:28:29,doraakolo,0,0,Am Luhya I feel nothing someone says I love food Eh Obusuma nende omurere ni lazima After Lisu
1183,1263175110560755712,2020-05-20 18:29:49,doraakolo,2,0,Aha More rain better crops pasture food ofcourse floods associated impacts
1211,1262367757129191425,2020-05-18 13:01:41,doraakolo,0,0,Groundnuts wonder crop food families grow commercial purposes A mother sell
1248,1260614347585445888,2020-05-13 16:54:16,doraakolo,5,0,As community leader thank COVID National taskforce distributing food needy Ntin
1274,1258731167295123458,2020-05-08 12:11:11,doraakolo,1,0,control measures expected lead atypical food insecurity urban areas.MORE
1313,1257370696986091522,2020-05-04 18:05:09,doraakolo,0,0,Uganda President proposes truck drivers start carrying food asks young Ug
1495,1249995589498081280,2020-04-14 09:39:06,doraakolo,22,0,In Emergency period due need strengthen Food system food security illust
1543,1248119199936983040,2020-04-09 05:23:00,doraakolo,3772,0,Responsible food distribution social distancing assist lower income households era A great example f
1185,1278668053241307136,2020-07-02 12:33:15,ICRAF,10,0,Food systems key understanding response recovery resilience writes special representative Kana
1195,1278273765617647620,2020-07-01 10:26:29,ICRAF,2,17,Food systems key understanding response recovery resilience writes special representat
1201,1278019748039712768,2020-06-30 17:37:07,ICRAF,6,0,To meet food security safety needs people Sub-Saharan Africa need consistent energy supply.A wrap-up
1205,1277917863513333761,2020-06-30 10:52:15,ICRAF,17,0,Women play significant role food production Sub-Saharan African countries It imperative well
1213,1277759762277556237,2020-06-30 00:24:01,ICRAF,2,4,Why energy food nexus critical refugee context ICRAF 's Mary Njenga
1219,1277546298640662528,2020-06-29 10:15:47,ICRAF,3,12,Why energy food nexus critical refugee context ICRAF 's Mary Njenga
1290,1275114604037836800,2020-06-22 17:13:06,ICRAF,2,8,Great see partners kicking MENA Grand Challenge today A -smart agri-food sec
1315,1273879529879228416,2020-06-19 07:25:22,ICRAF,4,0,To meet food security safety needs people Sub-Saharan Africa need consistent energy supply.A wrap-up
1324,1273585101226606599,2020-06-18 11:55:24,ICRAF,4,0,How make wood fuel affordable source clean energy meet food nutrition livelihood demands htt
1336,1273218519530909700,2020-06-17 11:38:44,ICRAF,42,80,Land degradation threatens livelihoods food amp nutrition security poorest vulnera
1339,1273214181559369728,2020-06-17 11:21:30,ICRAF,8,0,Soil unsung hero food production Sustainable management agricultural land play crucial role improving
1391,1270984182731280384,2020-06-11 07:40:17,ICRAF,1,8,`` We believe possible redesign deliver healthy foods allow farming families make good
1408,1270337333909499911,2020-06-09 12:49:56,ICRAF,6,0,We took much granted When look food production ever clear Tony Simons director general
1427,1269570048143867904,2020-06-07 10:01:01,ICRAF,12,18,To address challenges surrounding food system need transformative shift policies fav
1455,1268903731539644418,2020-06-05 13:53:19,ICRAF,8,0,Starting Evidence based transformation food systems Building upon Global Forest Resources Assessment
1461,1268839619027705858,2020-06-05 09:38:33,ICRAF,11,0,Biodiverse mixed farming helps ensure transformation takes place produce food Plant tree
1464,1268793135083159554,2020-06-05 06:33:51,ICRAF,30,0,For organizes sessions forest solutions triple crisis food climate Covid-
1486,1268489162614767618,2020-06-04 10:25:58,ICRAF,9,0,Defining role forests trees agroforestry help curb food crisisInvaluable often overlook
1490,1268398661756694535,2020-06-04 04:26:21,ICRAF,11,50,To address challenges surrounding food system need transformative shift policies fav
1492,1268396070054375425,2020-06-04 04:16:03,ICRAF,15,0,Defining role forests trees agroforestry help curb food crisisInvaluable often overlook
1495,1268200695137734661,2020-06-03 15:19:42,ICRAF,0,3,important health food livelihoods We need enabling policies maintain ecosystems National
1499,1268194246189821953,2020-06-03 14:54:04,ICRAF,5,0,Agro-ecology offers benefits climate change resilience 's food security nutrition argues
1528,1268151632593932288,2020-06-03 12:04:44,ICRAF,11,49,-ICRAF session -Soils keystone food security ecosystem restoratio
1530,1268151064479531008,2020-06-03 12:02:29,ICRAF,21,44,-ICRAF session -Food security nutrition forests trees agrofore
1532,1268150982229311488,2020-06-03 12:02:09,ICRAF,2,7,-ICRAF session -ustainable wood-fuel value chains food security Sub-S
1534,1268145870882701312,2020-06-03 11:41:51,ICRAF,3,0,Defining role forests trees agroforestry help curb food crisisInvaluable often overlook
1535,1268136956837462017,2020-06-03 11:06:26,ICRAF,14,29,-ICRAF sessions TODAY pm CEST Sustainable wood-fuel value chains food security S
1537,1268124864810037249,2020-06-03 10:18:23,ICRAF,7,0,Forests amp trees food security amp nutrition times crises several members Expert Panel amp Food Secu
1544,1268081510449590273,2020-06-03 07:26:06,ICRAF,15,0,starts soon Immerse sustainable food systems inclusive landscapes online wherever
1561,1267802760851881988,2020-06-02 12:58:27,ICRAF,5,5,Explicity recognize connection landscapes biodiversity food production
1590,1267319986193825793,2020-06-01 05:00:05,ICRAF,21,41,provides basis food produced world Join -ICRAF
1598,1267018987080159233,2020-05-31 09:04:01,ICRAF,7,13,Building biodiverse food systems inclusive resilient safe future We hosting
1601,1266897207183237122,2020-05-31 01:00:06,ICRAF,7,15,provides basis food produced world Join -ICRAF
1603,1266828527632093185,2020-05-30 20:27:12,ICRAF,4,7,Join 's upcoming online discussion series map direct impacts across food valu
1604,1266826850568896512,2020-05-30 20:20:32,ICRAF,11,0,Crucial Steps Towards Rebuilding Planetary Health1 Change way produce food2 Forest landscape restoration3 S
1607,1266781246627209217,2020-05-30 17:19:19,ICRAF,7,0,Join experts amp CIFOR June amp let 's talk amp importance food security
1608,1266700961709514752,2020-05-30 12:00:18,ICRAF,10,25,Building biodiverse food systems inclusive resilient safe future We hosting
1609,1266670724409970689,2020-05-30 10:00:08,ICRAF,11,28,Trees Food Security project enabled gain skills establish run tree-based enterprises impr
1611,1266611050516021249,2020-05-30 06:03:01,ICRAF,23,60,Can growing trees farms make difference Check highlights Trees Food Security project implemented
1613,1266557449278050305,2020-05-30 02:30:02,ICRAF,9,26,Building biodiverse food systems inclusive resilient safe future We hosting
1618,1266399013575766016,2020-05-29 16:00:28,ICRAF,7,8,provides basis food produced world Join -ICRAF
1623,1266232826309087232,2020-05-29 05:00:05,ICRAF,20,48,Building biodiverse food systems inclusive resilient safe future We hosting
1626,1266111261470863363,2020-05-28 20:57:02,ICRAF,17,27,provides basis food produced world Join -ICRAF
1628,1266071248175599617,2020-05-28 18:18:02,ICRAF,6,13,Building biodiverse food systems inclusive resilient safe future We hosting
1636,1265766747430412288,2020-05-27 22:08:04,ICRAF,19,42,Building biodiverse food systems inclusive resilient safe future.We hosting
1637,1265697818045493249,2020-05-27 17:34:10,ICRAF,2,8,In sub-Saharan Africa food imports rising significantlythe high demand indicates opportunities e
1640,1265631886308671488,2020-05-27 13:12:10,ICRAF,8,0,How used catalyst build biodiverse food systems inclusive resilient safe futur
1655,1265321401050898432,2020-05-26 16:38:25,ICRAF,9,0,The spread COVID-19 prompting food insecurity fears Africa.Join Chief Programme Developmen
1658,1265195201955532800,2020-05-26 08:16:56,ICRAF,13,37,What Find food systems response help end poverty
1670,1264731665714348033,2020-05-25 01:35:01,ICRAF,28,63,Can growing farms make difference Check highlights Trees Food Security project implemente
1685,1263861503368867841,2020-05-22 15:57:18,ICRAF,5,0,Agroforestry protect strengthen ecosystems boost providing resilience climate food
1692,1263737228615974912,2020-05-22 07:43:29,ICRAF,122,0,means food security resilient livelihoods Protecting may require technology investment lets
1735,1262593843863715843,2020-05-19 04:00:04,ICRAF,17,18,Can growing trees farms make difference Check highlights Trees Food Security project implemented
1747,1262332362618273792,2020-05-18 10:41:02,ICRAF,10,29,Can growing trees farms make difference Check highlights Trees Food Security project implemented
1762,1261372164281942016,2020-05-15 19:05:33,ICRAF,15,0,We honored Dr. Kanayo F. Nwanze represent unified next year 's Food Systems Summit
1795,1260781913264074752,2020-05-14 04:00:06,ICRAF,4,7,Can turn tide sust pathways ensure food amp nutritional security improved natural resource
1810,1260469764717240322,2020-05-13 07:19:44,ICRAF,2,14,It important understand agriculture main purpose ensuring food nutrit
1813,1260434638905978880,2020-05-13 05:00:10,ICRAF,2,8,How turn tide sustainable pathways ensure food amp nutritional security improved natura
1826,1260072260976730112,2020-05-12 05:00:12,ICRAF,7,15,How turn tide sustainable pathways ensure food amp nutritional security improved natura
1829,1259977111978336259,2020-05-11 22:42:07,ICRAF,9,13,Short term must fortify food supply Long term need stress test amp future-proof food systems
1830,1259975778730639361,2020-05-11 22:36:49,ICRAF,12,0,We 're working amp roll TEEBAgriFood guidance businesses.Join one
1832,1259842583318200323,2020-05-11 13:47:33,ICRAF,10,0,Three-quarters worlds poorest people get food+ income farming small plots land said
1836,1259709864676392963,2020-05-11 05:00:10,ICRAF,5,16,How turn tide sustainable pathways ensure food amp nutritional security improved natura
1841,1259587485245505536,2020-05-10 20:53:53,ICRAF,18,0,Three-quarters worlds poorest people get food+ income farming small plots land said
1842,1259587466245406722,2020-05-10 20:53:48,ICRAF,14,0,Crucial Steps Towards Rebuilding Planetary Health1 Change way produce food2 Forest landscape restoration3 S
1849,1259083564181868546,2020-05-09 11:31:28,ICRAF,9,22,How turn tide sustainable pathways ensure food amp nutritional security improved natural
1854,1258939762825723904,2020-05-09 02:00:04,ICRAF,2,4,How turn tide sustainable pathways ensure food amp nutritional security improved natura
1870,1258694357877743616,2020-05-08 09:44:54,ICRAF,18,0,How continent turn tide pathways ensure food amp nutritional security improved natu
1916,1257176886272294912,2020-05-04 05:15:01,ICRAF,51,106,steps resilient post way produce foodRestore forests lands tha
1948,1255124540058931200,2020-04-28 13:19:44,ICRAF,3,0,The food supply chain complex web interactions experiencing slowdowns port closures logist
1952,1254944678304198657,2020-04-28 01:25:01,ICRAF,10,21,Food supply chains worldwide risk disruption coming year Executive Director ex
1955,1254827904552361985,2020-04-27 17:41:00,ICRAF,3,0,steps resilient Earth lessons Change way produce food2 Restore forests
1971,1253988565874348033,2020-04-25 10:05:46,ICRAF,3,0,Another way affecting food systems livelihoods new evidence rising temperatures
1980,1253434938726027270,2020-04-23 21:25:51,ICRAF,2,0,The issue one Partners Magazine focusses globalising agrifood chains developing
1983,1253329043417489413,2020-04-23 14:25:04,ICRAF,1,9,Is lab-grown food solution climate crisis
1997,1253044784140357639,2020-04-22 19:35:31,ICRAF,2,12,Digital Forum| Join amp discussion topics related sustainable food systems ince
2013,1252858594996793346,2020-04-22 07:15:40,ICRAF,11,28,Digital Forum| Join amp discussion topics related sustainable food systems incen
2018,1252566606498144257,2020-04-21 11:55:25,ICRAF,15,0,registered yet Join digital forum explores sustainable food syste
2037,1250871505610825735,2020-04-16 19:39:41,ICRAF,9,0,This June immerse future.Discover landscapes solve today 's pressing food livelihoods chal
2069,1249346615195897856,2020-04-12 14:40:19,ICRAF,10,0,Balancing inequity smallholder farmer incomes global food prod n role PROMOTE agri-pre
2091,1247778023446736896,2020-04-08 06:47:18,ICRAF,2,8,Together make sure countries adopt right policies programs keep food systems delive
87,1277477252549222400,2020-06-29 05:41:26,SolidaridadECA,5,5,Follow Food -based project seeks investigate impact foreign Afric
108,1271054833181691905,2020-06-11 12:21:01,SolidaridadECA,5,4,Food products among traded globally handling practices impleme
113,1270243205997645824,2020-06-09 06:35:54,SolidaridadECA,3,0,In celebration yesterday 's World Food Safety Day
119,1269561989325561857,2020-06-07 09:29:00,SolidaridadECA,2,0,World Food Safety Day everyone role play
